20221121 15:11:48,19.125
20221121 15:11:50,19.187
20221121 15:11:52,19.187
20221121 15:11:54,19.187
20221121 15:11:56,19.187
20221121 15:11:58,19.125
20221121 15:12:00,19.187
20221121 15:12:02,19.187
20221121 15:12:04,19.187
20221121 15:12:06,19.687
20221121 15:12:08,21.187
20221121 15:12:09,22.437
20221121 17:08:39,19.687
